batch_size,num_epochs,keep_prob,is_train,data_dir,train_dir,inference_version
100,100,0.5,True,./MNIST_data,./train,0
time,learning rate,training loss,validation loss,validation accuracy,best epoch,best validation accuracy,test loss,test accuracy
8.500065088272095,0.00121271,0.00603655618249,0.184085202356,0.980404052469,1,0.980404052469,0.18353184979,0.979898997027
8.503029823303223,0.00121271,0.00184299891283,0.177373506341,0.981818191933,2,0.981818191933,0.184148954279,0.979595968218
7.70755410194397,0.00121271,0.00225305845713,0.166697416697,0.981313140103,2,0.981818191933,0.184148954279,0.979595968218
8.838030099868774,0.00121271,0.00148504808135,0.162794078957,0.982525264976,4,0.982525264976,0.184993293384,0.980606068866
7.920917987823486,0.00121271,0.00111718418095,0.176821319062,0.98131314191,4,0.982525264976,0.184993293384,0.980606068866
8.145453929901123,0.00121271,0.0021349069332,0.180677050325,0.981515161919,4,0.982525264976,0.184993293384,0.980606068866
8.31041693687439,0.00121271,0.00174459953908,0.169569437379,0.979191930607,4,0.982525264976,0.184993293384,0.980606068866
9.43277907371521,0.00121271,0.00309413279405,0.169010154096,0.982626273174,8,0.982626273174,0.180679223818,0.979898997027
8.398197889328003,0.00111569,0.00206720976757,0.160978672483,0.982626272572,8,0.982626273174,0.180679223818,0.979898997027
8.516757011413574,0.00111569,0.0026520436965,0.16095932355,0.98232324015,8,0.982626273174,0.180679223818,0.979898997027
9.809448003768921,0.00111569,0.00304516363656,0.17008403633,0.983131325004,11,0.983131325004,0.18689816253,0.979696975212
8.554046154022217,0.00111569,0.00156613081112,0.170664160187,0.982929303189,11,0.983131325004,0.18689816253,0.979696975212
8.66939902305603,0.00111569,0.000549776859268,0.178513534727,0.982121222549,11,0.983131325004,0.18689816253,0.979696975212
8.73817777633667,0.00111569,0.00160593120032,0.191846673527,0.980606070673,11,0.983131325004,0.18689816253,0.979696975212
8.676667928695679,0.00111569,0.000502123539748,0.195659912172,0.981717181326,11,0.983131325004,0.18689816253,0.979696975212
8.624342918395996,0.00111569,0.00258841628559,0.208968124687,0.981414152516,11,0.983131325004,0.18689816253,0.979696975212
9.810187816619873,0.00102644,0.00128789726982,0.188954520087,0.983232333203,17,0.983232333203,0.17717127103,0.983030310785
8.647823095321655,0.00102644,0.000454818317322,0.188467846667,0.982222233156,17,0.983232333203,0.17717127103,0.983030310785
8.747172117233276,0.00102644,0.00107696520335,0.201366922038,0.979899001242,17,0.983232333203,0.17717127103,0.983030310785
8.694761037826538,0.00102644,0.00222235661454,0.201402890114,0.981313140705,17,0.983232333203,0.17717127103,0.983030310785
8.793433904647827,0.000944323,0.00214164665722,0.198359732163,0.981212130701,17,0.983232333203,0.17717127103,0.983030310785
8.757269859313965,0.000944323,0.00100491380232,0.209742004949,0.981717181326,17,0.983232333203,0.17717127103,0.983030310785
8.763440132141113,0.000944323,0.00126830314558,0.20186011838,0.982121221947,17,0.983232333203,0.17717127103,0.983030310785
8.810218811035156,0.000944323,0.0029235168248,0.19546525225,0.98262627197,17,0.983232333203,0.17717127103,0.983030310785
9.93986201286316,0.000868777,0.000687543027992,0.190409421019,0.983333343809,25,0.983333343809,0.185243114477,0.982929300178
9.806473970413208,0.000868777,0.000297491321329,0.187252558011,0.983737385032,26,0.983737385032,0.182852125769,0.982525259557
8.73101282119751,0.000868777,0.000479076396141,0.19976753969,0.982929302586,26,0.983737385032,0.182852125769,0.982525259557
8.868072986602783,0.000868777,0.000848379627154,0.206106325387,0.982121222549,26,0.983737385032,0.182852125769,0.982525259557
8.760712146759033,0.000799275,0.000882599228426,0.206524432529,0.981818190729,26,0.983737385032,0.182852125769,0.982525259557
8.820142984390259,0.000735333,0.000648027309002,0.191609917472,0.983737383828,26,0.983737385032,0.182852125769,0.982525259557
8.770286083221436,0.000735333,0.000464604059345,0.196489568501,0.983535362012,26,0.983737385032,0.182852125769,0.982525259557
8.848169088363647,0.000735333,0.000537378804216,0.201286495728,0.98343435261,26,0.983737385032,0.182852125769,0.982525259557
8.85766887664795,0.000735333,0.000627040226336,0.20019824733,0.982727283781,26,0.983737385032,0.182852125769,0.982525259557
8.880378007888794,0.000735333,0.000356554502311,0.199897095867,0.982929303189,26,0.983737385032,0.182852125769,0.982525259557
8.849147081375122,0.000735333,0.000814945724882,0.194061013725,0.983232333805,26,0.983737385032,0.182852125769,0.982525259557
8.81384801864624,0.000676506,0.000391108583995,0.202121065829,0.982828293184,26,0.983737385032,0.182852125769,0.982525259557
8.848236799240112,0.000676506,5.98897936955e-05,0.21544477795,0.982727283781,26,0.983737385032,0.182852125769,0.982525259557
8.906791925430298,0.000676506,0.000173933282487,0.210143930706,0.981919201938,26,0.983737385032,0.182852125769,0.982525259557
8.912797927856445,0.000676506,0.000214755903378,0.219291416584,0.98252526317,26,0.983737385032,0.182852125769,0.982525259557
8.899777889251709,0.000676506,0.000486756057778,0.211658783918,0.982626273777,26,0.983737385032,0.182852125769,0.982525259557
8.946529865264893,0.000622386,3.74494845043e-05,0.203366729578,0.982828292582,26,0.983737385032,0.182852125769,0.982525259557
8.979394912719727,0.000622386,7.31205107458e-05,0.215651872881,0.982525263772,26,0.983737385032,0.182852125769,0.982525259557
8.886716842651367,0.000622386,0.000774852462867,0.226428617369,0.982222231952,26,0.983737385032,0.182852125769,0.982525259557
9.026905059814453,0.000572595,0.000378633287699,0.228600074076,0.981616171321,26,0.983737385032,0.182852125769,0.982525259557
8.855195999145508,0.000572595,6.58084520941e-05,0.219408534557,0.982121222549,26,0.983737385032,0.182852125769,0.982525259557
8.90145492553711,0.000572595,0.000103043296347,0.215482795798,0.982727281975,26,0.983737385032,0.182852125769,0.982525259557
8.895318984985352,0.000572595,2.19002363768e-05,0.209412181971,0.98282829198,26,0.983737385032,0.182852125769,0.982525259557
8.921247005462646,0.000572595,3.29529862274e-05,0.20816719308,0.982828292582,26,0.983737385032,0.182852125769,0.982525259557
